price,weight,storage,battery_life,cpu,ram
745.0,0.92,512.0,,Intel Core M 1.2GHz,8
1490.0,1.42,256.0,,Intel Core i5 7200U 2.5GHz,8
191.0,1.63,32.0,,Intel Celeron Dual Core N3350 1.1GHz,4
518.0,1.95,128.0,,Intel Core i5 7200U 2.5GHz,8
862.0,1.38,256.0,,Intel Core i7 7500U 2.7GHz,8
472.0,2.0,256.0,,Intel Core i3 6006U 2GHz,8
1320.0,3.14,256.0,,Intel Core i7 7700HQ 2.8GHz,8
703.0,2.37,256.0,,Intel Core i5 7200U 2.5GHz,8
958.0,1.29,256.0,,Intel Core i5 7200U 2.5GHz,8
1118.0,2.06,256.0,,Intel Core i5 7300HQ 2.5GHz,8
476.0,1.63,128.0,,Intel Pentium Quad Core N4200 1.1GHz,4
888.0,1.26,256.0,,Intel Core i5 7300U 2.6GHz,8
499.0,2.1,500.0,,Intel Core i5 6200U 2.3GHz,4
402.0,2.04,2048.0,,AMD A12-Series 9700P 2.5GHz,8
1073.0,2.62,512.0,,Intel Core i7 7700HQ 2.8GHz,16
389.0,2.4,1024.0,,Intel Core i5 7200U 2.5GHz,4
1118.0,3.74,1024.0,,Intel Core i7 7700HQ 2.8GHz,12
1544.0,2.9,1536.0,,Intel Core i7 7700HQ 2.8GHz,16
958.0,0.81,256.0,,Intel Core i5 7200U 2.5GHz,8
614.0,1.98,1024.0,,Intel Core i7 7500U 2.7GHz,8
505.0,2.18,256.0,,Intel Core i5 7200U 2.5GHz,8
1189.0,1.32,256.0,,Intel Core i7 7500U 2.7GHz,8
1150.0,1.29,512.0,,Intel Core i7 7500U 2.5GHz,16
246.0,1.23,16.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1602.0,4.36,1152.0,,Intel Core i7 7700HQ 2.8GHz,16
483.0,1.76,500.0,,Intel Core i5 6200U 2.3GHz,4
313.0,2.1,500.0,,Intel Core i3 6006U 2GHz,4
697.0,1.25,128.0,,Intel Core i5 7200U 2.5GHz,4
1598.0,1.13,512.0,,Intel Core i7 7500U 2.7GHz,8
767.0,2.4,256.0,,Intel Core i5 7300HQ 2.5GHz,8
1199.0,1.13,256.0,,Intel Core i5 7200U 2.5GHz,8
319.0,1.75,128.0,,Intel Pentium Dual Core 4405U 2.1GHz,4
868.0,1.1,256.0,,Intel Core i5 7200U 2.5GHz,8
374.0,1.76,500.0,,Intel Core i3 6006U 2GHz,4
227.0,1.35,32.0,,Intel Celeron Dual Core N3060 1.6GHz,4
396.0,1.5,128.0,,Intel Core i3 7100U 2.4GHz,8
3516.0,3.49,512.0,,Intel Core i7 7820HK 2.9GHz,32
1342.0,1.1,512.0,,Intel Core i7 6600U 2.6GHz,16
332.0,2.1,1024.0,,Intel Core i5 7200U 2.5GHz,4
758.0,1.7,256.0,,Intel Core i5 6200U 2.3GHz,8
1055.0,1.32,256.0,,Intel Core i5 7300U 2.6GHz,8
1774.0,3.21,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
1547.0,2.9,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
428.0,2.0,500.0,,Intel Core i3 7100U 2.4GHz,4
208.0,1.5,16.0,,Intel Celeron Quad Core N3160 1.6GHz,4
377.0,2.3,128.0,,Intel Core i5 7200U 2.5GHz,8
1150.0,2.73,1536.0,,Intel Core i7 6700HQ 2.6GHz,16
1965.0,4.42,1536.0,,Intel Core i7 7700HQ 2.8GHz,32
582.0,2.63,1024.0,,Intel Core i5 7200U 2.5GHz,8
456.0,2.18,128.0,,Intel Core i5 7200U 2.5GHz,8
1196.0,1.54,512.0,,Intel Core i7 6500U 2.5GHz,8
472.0,2.18,256.0,,Intel Core i7 7500U 2.7GHz,4
393.0,1.4,32.0,,Intel Celeron Dual Core N3350 1.1GHz,4
656.0,1.45,512.0,,Intel Core i5 6200U 2.3GHz,8
1456.0,1.28,256.0,,Intel Core i5 7200U 2.5GHz,8
939.0,1.54,512.0,,Intel Core i7 6500U 2.5GHz,8
191.0,1.86,128.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1214.0,2.1,1152.0,,Intel Core i7 7700HQ 2.8GHz,16
553.0,2.83,1024.0,,Intel Core i7 7500U 2.7GHz,8
1217.0,1.96,256.0,,Intel Core i7 7700HQ 2.8GHz,8
503.0,2.3,256.0,,Intel Core i7 7500U 2.7GHz,8
604.0,1.9,128.0,,Intel Core i5 7200U 2.5GHz,8
287.0,2.0,1024.0,,Intel Pentium Quad Core N4200 1.1GHz,4
1636.0,1.28,256.0,,Intel Core i7 7600U 2.8GHz,8
415.0,1.62,1024.0,,Intel Core i5 6200U 2.3GHz,8
300.0,2.2,1024.0,,Intel Core i3 6006U 2.0GHz,4
544.0,2.3,1024.0,,Intel Core i5 7200U 2.5GHz,8
862.0,1.84,256.0,,Intel Core i5 7300U 2.6GHz,8
822.0,1.05,128.0,,Intel Core i5 7200U 2.5GHz,4
650.0,2.5,1024.0,,Intel Core i5 7300HQ 2.5GHz,8
1432.0,1.29,512.0,,Intel Core i7 7660U 2.5GHz,16
582.0,2.07,500.0,,Intel Core i5 6200U 2.3GHz,4
700.0,1.2,256.0,,Intel Core i5 6200U 2.3GHz,8
1247.0,1.37,256.0,,Intel Core i7 7500U 2.7GHz,8
577.0,1.56,256.0,,Intel Core i5 7200U 2.5GHz,8
1137.0,2.23,1024.0,,Intel Core i7 7700HQ 2.8GHz,8
675.0,2.38,500.0,,Intel Core i5 7200U 2.5GHz,4
306.0,2.2,1024.0,,Intel Core i3 6006U 2GHz,4
887.0,2.0,256.0,,Intel Core i7 7500U 2.7GHz,8
470.0,1.44,180.0,,Intel Core i3 7100U 2.4GHz,4
1182.0,1.23,256.0,,Intel Core i7 7500U 2.7GHz,16
1081.0,1.6,256.0,,Intel Core i7 7600U 2.8GHz,8
255.0,2.0,1024.0,,Intel Pentium Quad Core N4200 1.1GHz,4
598.0,1.28,256.0,,Intel Core i5 6200U 2.3GHz,8
583.0,2.18,1152.0,,Intel Core i5 7200U 2.5GHz,4
536.0,2.04,256.0,,Intel Core i5 7200U 2.5GHz,4
1087.0,1.28,256.0,,Intel Core i5 7200U 2.5GHz,4
438.0,2.3,500.0,,Intel Core i5 7200U 2.5GHz,4
222.0,1.65,32.0,,Intel Celeron Dual Core N3350 1.1GHz,4
428.0,2.2,1024.0,,Intel Core i7 6500U 2.5GHz,8
236.0,2.2,500.0,,Intel Pentium Quad Core N3710 1.6GHz,4
1150.0,1.28,256.0,,Intel Core i5 7200U 2.5GHz,4
291.0,2.18,1024.0,,Intel Core i3 6006U 2.0GHz,4
876.0,2.2,1152.0,,Intel Core i5 7300HQ 2.5GHz,12
190.0,1.25,32.0,,Intel Celeron Dual Core N3060 1.6GHz,4
242.0,2.8,500.0,,AMD A4-Series 7210 2.2GHz,4
809.0,1.95,128.0,,Intel Core i5 7200U 2.5GHz,4
894.0,1.42,256.0,,Intel Core i7 7500U 2.7GHz,16
1086.0,1.17,256.0,,Intel Core i7 7500U 2.7GHz,8
1150.0,1.32,256.0,,Intel Core i5 7200U 2.5GHz,8
1694.0,2.43,2560.0,,Intel Core i7 6700HQ 2.6GHz,16
943.0,1.05,256.0,,Intel Core i5 7200U 2.5GHz,8
594.0,2.62,1024.0,,Intel Core i7 7700HQ 2.8GHz,8
575.0,2.04,1024.0,,Intel Core i7 7500U 2.7GHz,8
393.0,2.18,1024.0,,Intel Core i3 6006U 2.0GHz,4
598.0,1.9,500.0,,Intel Core i5 7300U 2.6GHz,8
1287.0,1.24,512.0,,Intel Core i7 7Y75 1.3GHz,8
818.0,3.58,512.0,,Intel Core i7 6820HK 2.7GHz,32
1054.0,1.22,256.0,,Intel Core i7 7Y75 1.3GHz,16
1310.0,1.13,256.0,,Intel Core i7 7500U 2.7GHz,8
1255.0,1.95,512.0,,Intel Core i5 7200U 2.5GHz,8
1342.0,1.08,512.0,,Intel Core i7 7500U 2.7GHz,16
948.0,1.26,512.0,,Intel Core i7 7500U 2.7GHz,8
230.0,2.2,16.0,,Intel Celeron Dual Core 3205U 1.5GHz,4
504.0,2.6,1152.0,,Intel Core i5 6300HQ 2.3GHz,8
1214.0,0.98,512.0,,Intel Core i7 7500U 2.7GHz,8
770.0,1.6,256.0,,Intel Core i5 7440HQ 2.8GHz,8
1982.0,1.09,240.0,,Intel Core M 6Y75 1.2GHz,8
504.0,2.2,256.0,,Intel Core i7 7500U 2.7GHz,6
652.0,2.04,256.0,,Intel Core i7 7500U 2.7GHz,8
319.0,2.4,1024.0,,Intel Core i3 7100U 2.4GHz,4
563.0,1.44,128.0,,Intel Core i5 7200U 2.5GHz,4
614.0,1.49,256.0,,Intel Core i5 7200U 2.5GHz,8
1022.0,2.7,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
862.0,2.6,1152.0,,Intel Core i7 7700HQ 2.8GHz,16
716.0,2.2,1152.0,,Intel Core i5 7300HQ 2.5GHz,8
438.0,2.18,1024.0,,Intel Core i5 7200U 2.5GHz,4
829.0,1.84,256.0,,Intel Core i7 6500U 2.5GHz,8
735.0,1.39,256.0,,Intel Core i7 7500U 2.7GHz,8
1263.0,2.4,256.0,,Intel Core i7 6600U 2.6GHz,16
1167.0,1.37,512.0,,Intel Core i5 7200U 2.5GHz,8
467.0,1.95,500.0,,Intel Core i5 6200U 2.3GHz,4
1055.0,1.36,256.0,,Intel Core i7 7500U 2.7GHz,8
745.0,2.31,256.0,,Intel Core i5 6200U 2.3GHz,8
453.0,2.18,1024.0,,Intel Core i5 7200U 2.5GHz,4
735.0,1.95,500.0,,Intel Core i5 6200U 2.3GHz,4
198.0,2.2,1024.0,,Intel Pentium Quad Core N4200 1.1GHz,4
1010.0,1.26,500.0,,Intel Core i5 6200U 2.3GHz,4
185.0,1.86,1024.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1150.0,1.3,1024.0,,Intel Core i7 6560U 2.2GHz,16
706.0,1.47,128.0,,Intel Core i5 6200U 2.3GHz,4
1067.0,1.26,256.0,,Intel Core i5 6200U 2.3GHz,8
357.0,2.18,1024.0,,Intel Core i3 6006U 2.0GHz,4
767.0,2.2,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
1048.0,1.36,256.0,,Intel Core i5 7200U 2.5GHz,8
1763.0,4.36,1536.0,,Intel Core i7 6820HK 2.7GHz,16
894.0,2.75,1152.0,,Intel Core i5 6300HQ 2.3GHz,8
339.0,2.8,1024.0,,Intel Pentium Quad Core N3710 1.6GHz,4
396.0,2.23,500.0,,Intel Core i5 7200U 2.5GHz,4
715.0,2.2,256.0,,Intel Core i5 6200U 2.3GHz,8
831.0,1.1,256.0,,Intel Core M m7-6Y75 1.2GHz,8
639.0,2.5,1536.0,,AMD FX 8800P 2.1GHz,16
941.0,1.36,256.0,,Intel Core i5 7200U 2.5GHz,8
438.0,2.2,1024.0,,Intel Core i7 7500U 2.7GHz,8
421.0,2.36,1024.0,,Intel Core i3 6006U 2.0GHz,4
223.0,1.68,32.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1438.0,2.0,8.0,,Intel Core i7 6820HQ 2.7GHz,8
1135.0,1.36,256.0,,Intel Core i7 7600U 2.8GHz,8
933.0,1.2,256.0,,Intel Core i5 6200U 2.3GHz,8
741.0,1.2,64.0,,Intel Core M M7-6Y75 1.2GHz,8
952.0,1.7,256.0,,Intel Core i7 6600U 2.6GHz,8
2017.0,4.36,1536.0,,Intel Core i7 7700HQ 2.8GHz,16
1214.0,1.24,256.0,,Intel Core i5 7Y54 1.2GHz,8
496.0,1.45,256.0,,Intel Pentium Quad Core N4200 1.1GHz,4
811.0,1.3,256.0,,Intel Core i7 6500U 2.5GHz,8
249.0,1.25,32.0,,Intel Celeron Dual Core N3060 1.6GHz,4
981.0,1.2,256.0,,Intel Core i5 6300U 2.4GHz,8
1125.0,1.36,256.0,,Intel Core i5 7300U 2.6GHz,8
645.0,2.4,1152.0,,Intel Core i5 7200U 2.5GHz,12
1144.0,1.1,512.0,,Intel Core i7 7500U 2.7GHz,8
541.0,2.04,1024.0,,Intel Core i5 7200U 2.50GHz,8
298.0,2.25,1024.0,,Intel Core i3 6006U 2.0GHz,4
527.0,1.9,500.0,,Intel Core i5 7200U 2.5GHz,4
438.0,2.04,500.0,,Intel Core i3 7100U 2.4GHz,4
2013.0,4.42,1280.0,,Intel Core i7 7700HQ 2.8GHz,32
444.0,2.4,256.0,,Intel Core i5 7200U 2.5GHz,6
1214.0,1.22,512.0,,Intel Core i7 7Y75 1.3GHz,16
1255.0,1.5,256.0,,Intel Core i7 6600U 2.6GHz,8
1790.0,4.42,1280.0,,Intel Core i7 6700HQ 2.6GHz,32
754.0,1.95,256.0,,Intel Core i5 6200U 2.3GHz,8
1311.0,2.73,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
626.0,2.04,1152.0,,Intel Core i5 7200U 2.70GHz,8
641.0,1.7,508.0,,Intel Core i5 6200U 2.3GHz,4
1150.0,2.3,2560.0,,Intel Core i7 7500U 2.7GHz,16
370.0,2.04,1024.0,,Intel Core i7 7500U 2.7GHz,6
1118.0,2.99,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
831.0,2.19,512.0,,Intel Core i7 7500U 2.7GHz,12
764.0,1.2,128.0,,Intel Core i5 6200U 2.3GHz,4
351.0,2.2,256.0,,AMD A12-Series 9720P 3.6GHz,6
415.0,2.3,256.0,,Intel Core i5 6200U 2.3GHz,4
585.0,1.75,500.0,,Intel Core i5 6200U 2.3GHz,4
383.0,2.25,500.0,,Intel Core i5 7200U 2.5GHz,4
515.0,2.04,1024.0,,Intel Core i5 7200U 2.5GHz,8
760.0,2.5,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
479.0,2.36,1024.0,,Intel Core i7 7500U 2.7GHz,8
715.0,1.6,128.0,,Intel Core i5 7200U 2.5GHz,8
1220.0,0.97,512.0,,Intel Core M 6Y75 1.2GHz,8
319.0,2.1,1152.0,,Intel Core i3 6006U 2GHz,4
173.0,1.9,128.0,,Intel Celeron Dual Core N3350 1.1GHz,4
862.0,2.3,256.0,,Intel Core i5 6200U 2.3GHz,8
568.0,1.68,256.0,,Intel Core i5 7200U 2.5GHz,8
735.0,1.4,256.0,,Intel Core i5 7200U 2.5GHz,8
862.0,1.11,256.0,,Intel Core i7 7500U 2.7GHz,8
243.0,2.4,500.0,,Intel Pentium Quad Core N4200 1.1GHz,4
1150.0,2.5,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
1336.0,1.48,512.0,,Intel Core i7 7500U 2.7GHz,8
806.0,2.7,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
760.0,1.34,256.0,,Intel Core i5 7200U 2.5GHz,8
350.0,2.18,128.0,,Intel Core i3 7100U 2.4GHz,4
498.0,1.64,500.0,,Intel Core i5 7200U 2.5GHz,4
764.0,1.2,128.0,,Intel Core i5 6200U 2.3GHz,4
703.0,1.48,256.0,,Intel Core i5 6300U 2.4GHz,4
770.0,1.95,256.0,,Intel Core i5 7200U 2.5GHz,4
926.0,1.43,256.0,,Intel Core i7 6600U 2.6GHz,8
671.0,1.64,256.0,,Intel Core i5 7200U 2.5GHz,8
437.0,1.64,500.0,,Intel Core i3 7100U 2.4GHz,4
607.0,2.65,1024.0,,Intel Core i5 7300HQ 2.5GHz,8
984.0,1.26,500.0,,Intel Core i5 7200U 2.5GHz,4
1017.0,1.48,256.0,,Intel Core i5 7200U 2.5GHz,4
1207.0,1.54,256.0,,Intel Core i7 6500U 2.5GHz,8
511.0,1.49,500.0,,Intel Core i3 7100U 2.4GHz,4
774.0,1.5,256.0,,Intel Core i5 6200U 2.3GHz,8
492.0,2.04,256.0,,Intel Core i3 7100U 2.4GHz,4
1898.0,2.4,512.0,,Intel Core i7 6820HQ 2.7GHz,16
953.0,1.47,256.0,,Intel Core i5 6200U 2.3GHz,8
1425.0,1.43,256.0,,Intel Core i7 6500U 2.5GHz,8
509.0,2.08,1024.0,,Intel Core i3 6100U 2.3GHz,4
1017.0,1.2,256.0,,Intel Core i5 6200U 2.3GHz,8
735.0,1.11,256.0,,Intel Core i5 7200U 2.5GHz,8
758.0,1.64,256.0,,Intel Core i7 7500U 2.7GHz,8
669.0,2.09,500.0,,Intel Core i5 6300U 2.4GHz,8
997.0,1.26,256.0,,Intel Core i5 7200U 2.5GHz,4
760.0,2.31,500.0,,Intel Core i5 7200U 2.5GHz,4
678.0,1.95,500.0,,Intel Core i5 7200U 2.5GHz,4
1038.0,1.29,256.0,,Intel Core i5 7200U 2.5GHz,8
691.0,2.63,256.0,,Intel Core i5 7200U 2.5GHz,8
622.0,1.64,256.0,,Intel Core i5 7200U 2.5GHz,4
261.0,2.1,1024.0,,AMD A9-Series 9420 3GHz,6
762.0,2.7,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
764.0,1.95,256.0,,Intel Core i5 6200U 2.3GHz,8
786.0,1.84,256.0,,Intel Core i7 6500U 2.5GHz,8
862.0,1.26,256.0,,Intel Core i7 6500U 2.5GHz,8
474.0,2.04,500.0,,Intel Core i5 7200U 2.5GHz,4
1103.0,1.47,256.0,,Intel Core i7 6600U 2.6GHz,8
680.0,2.09,256.0,,Intel Core i5 6300U 2.4GHz,8
646.0,1.64,256.0,,Intel Core i5 7200U 2.5GHz,8
542.0,1.8,256.0,,Intel Core i7 6500U 2.5GHz,4
135.0,1.45,32.0,,Intel Atom X5-Z8350 1.44GHz,2
911.0,2.4,256.0,,Intel Core i7 6500U 2.5GHz,16
671.0,2.3,256.0,,Intel Core i5 6200U 2.3GHz,8
639.0,1.54,500.0,,Intel Core i5 6200U 2.3GHz,4
1345.0,1.84,756.0,,Intel Core i5 6300U 2.4GHz,8
939.0,1.43,256.0,,Intel Core i5 6200U 2.3GHz,8
988.0,3.78,1280.0,,Intel Core i7 6820HK 2.7GHz,16
1464.0,4.6,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
184.0,1.2,16.0,,Intel Celeron Dual Core N3060 1.6GHz,4
1675.0,1.1,256.0,,Intel Core i7 6600U 2.6GHz,16
626.0,1.91,1024.0,,Intel Core i7 7500U 2.7GHz,8
699.0,2.3,256.0,,Intel Core i5 7200U 2.7GHz,8
626.0,2.04,256.0,,Intel Core i5 7200U 2.5GHz,4
1441.0,1.2,1024.0,,Intel Core i7 7500U 2.7GHz,16
451.0,2.31,500.0,,Intel Core i3 6100U 2.3GHz,4
319.0,1.96,500.0,,Intel Core i5 7200U 2.5GHz,4
287.0,2.4,1024.0,,AMD A8-Series 7410 2.2GHz,8
831.0,1.6,256.0,,Intel Core i7 7500U 2.7GHz,12
1163.0,2.94,1280.0,,Intel Core i7 6700HQ 2.6GHz,16
684.0,2.04,256.0,,Intel Core i7 7500U 2.7GHz,8
638.0,4.0,1024.0,,Intel Core i7 6700HQ 2.6GHz,16
357.0,2.25,1024.0,,Intel Core i5 7200U 2.5GHz,4
633.0,2.32,2048.0,,Intel Core i7 7500U 2.7GHz,16
1233.0,1.8,1280.0,,Intel Core i7 6700HQ 2.6GHz,16
932.0,1.29,256.0,,Intel Core i7 7500U 2.7GHz,8
2541.0,3.58,1024.0,,Intel Core i7 6820HK 2.7GHz,64
510.0,1.62,256.0,,Intel Core i7 6500U 2.5GHz,8
850.0,3.21,1280.0,,Intel Core i7 6700HQ 2.6GHz,16
831.0,0.92,256.0,,Intel Core M 1.1GHz,8
308.0,2.06,500.0,,Intel Core i3 6100U 2.3GHz,4
767.0,2.31,500.0,,Intel Core i5 6200U 2.3GHz,4
767.0,1.26,256.0,,Intel Core i5 6200U 2.3GHz,8
697.0,1.49,256.0,,Intel Core i7 7500U 2.7GHz,8
1096.0,1.3,256.0,,Intel Core i7 6500U 2.5GHz,8
421.0,3.0,1024.0,,Intel Core i5 6200U 2.3GHz,8
625.0,2.3,1024.0,,Intel Core i5 6300HQ 2.3GHz,4
1598.0,3.78,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
345.0,2.1,500.0,,Intel Core i5 6200U 2.3GHz,4
601.0,2.31,500.0,,Intel Core i5 6200U 2.3GHz,4
894.0,0.99,512.0,,Intel Core M 6Y75 1.2GHz,8
2072.0,4.6,1536.0,,Intel Core i7 6820HK 2.7GHz,32
413.0,0.69,64.0,,Intel Atom x5-Z8550 1.44GHz,4
1310.0,1.3,512.0,,Intel Core i7 7500U 2.7GHz,16
480.0,2.18,256.0,,Intel Core i5 7200U 2.5GHz,8
659.0,1.54,500.0,,Intel Core i5 6200U 2.3GHz,4
956.0,1.9,256.0,,Intel Core i7 6500U 2.5GHz,8
767.0,1.7,180.0,,Intel Core i5 6200U 2.3GHz,8
393.0,1.29,32.0,,Intel Pentium Dual Core 4405Y 1.5GHz,4
247.0,2.4,500.0,,AMD A8-Series 7410 2.2GHz,4
252.0,2.2,500.0,,Intel Pentium Quad Core N3700 1.6GHz,4
221.0,1.86,1024.0,,Intel Core i3 6006U 2GHz,4
1022.0,2.7,1280.0,,Intel Core i7 7700HQ 2.8GHz,8
523.0,1.4,256.0,,Intel Core i5 8250U 1.6GHz,4
1022.0,2.4,128.0,,Intel Core i5 6200U 2.3GHz,4
511.0,2.4,1280.0,,Intel Core i5 7200U 2.5GHz,8
408.0,2.36,1024.0,,Intel Core i5 7200U 2.5GHz,8
1022.0,2.6,256.0,,Intel Core i7 6700HQ 2.6GHz,8
320.0,1.96,1024.0,,Intel Pentium Quad Core N3710 1.6GHz,4
1470.0,4.3,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
726.0,1.5,500.0,,Intel Core i3 6100U 2.3GHz,4
746.0,1.5,128.0,,Intel Core i3 6100U 2.3GHz,4
134.0,2.2,16.0,,Intel Celeron Dual Core 3205U 1.5GHz,4
1854.0,3.0,1024.0,,Intel Core i7 6700HQ 2.6GHz,8
767.0,2.4,512.0,,Intel Core i7 7700HQ 2.8GHz,16
903.0,1.5,256.0,,Intel Core i5 6200U 2.3GHz,8
966.0,2.9,1152.0,,Intel Core i7 6700HQ 2.6GHz,8
554.0,2.1,256.0,,Intel Core i5 6200U 2.3GHz,4
254.0,2.1,1024.0,,AMD A6-Series 9220 2.5GHz,4
856.0,2.59,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
1086.0,1.16,256.0,,Intel Core M 6Y54 1.1GHz,8
492.0,2.24,500.0,,Intel Core i5 6200U 2.3GHz,4
274.0,2.1,128.0,,Intel Core i3 6006U 2.0GHz,4
1259.0,1.16,512.0,,Intel Core i7 6500U 2.5GHz,8
351.0,0.69,64.0,,Intel Atom x5-Z8550 1.44GHz,4
882.0,1.23,256.0,,Intel Core i7 7560U 2.4GHz,8
1758.0,4.6,1280.0,,Intel Core i7 6820HK 2.7GHz,16
658.0,1.25,256.0,,Intel Core i7 6500U 2.5GHz,8
1423.0,1.05,512.0,,Intel Core i7 7500U 2.7GHz,16
839.0,3.52,1152.0,,Intel Core i7 6700HQ 2.6GHz,8
125.0,1.35,32.0,,Intel Atom X5-Z8350 1.44GHz,4
1081.0,1.16,256.0,,Intel Core i5 6200U 2.3GHz,8
967.0,1.43,256.0,,Intel Core i5 6200U 2.3GHz,8
335.0,2.09,500.0,,Intel Core i5 6200U 2.3GHz,4
278.0,2.0,1024.0,,Intel Core i3 7100U 2.4GHz,4
1067.0,1.8,256.0,,Intel Core i7 6500U 2.5GHz,8
306.0,0.69,64.0,,Intel Atom x5-Z8550 1.44GHz,4
1212.0,1.26,256.0,,Intel Core i5 6300U 2.4GHz,8
632.0,2.4,1152.0,,Intel Core i5 7300HQ 2.5GHz,8
722.0,3.35,1152.0,,Intel Core i5 6300HQ 2.3GHz,8
402.0,2.04,2048.0,,Intel Core i7 7500U 2.7GHz,8
1311.0,1.8,512.0,,Intel Core i7 6600U 2.6GHz,8
178.0,1.5,32.0,,Intel Celeron Dual Core N3350 1.1GHz,4
481.0,1.84,256.0,,Intel Core i7 7500U 2.7GHz,8
394.0,2.23,1024.0,,Intel Core i5 7200U 2.5GHz,4
703.0,2.5,1024.0,,Intel Core i7 6500U 2.5GHz,16
2525.0,3.0,256.0,,Intel Core i7 6700HQ 2.6GHz,8
501.0,2.5,1024.0,,Intel Core i5 7200U 2.5GHz,8
1534.0,3.78,1280.0,,Intel Core i7 6820HQ 2.7GHz,16
1389.0,1.88,256.0,,Intel Core i7 6500U 2.5GHz,8
1560.0,2.8,512.0,,Intel Core i7 6600U 2.6GHz,16
731.0,2.4,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
1042.0,1.48,256.0,,Intel Core i5 6300U 2.4GHz,8
1425.0,2.59,256.0,,Intel Core i7 6700HQ 2.6GHz,8
1150.0,1.48,256.0,,Intel Core i7 6600U 2.6GHz,8
1214.0,2.0,256.0,,Intel Core i7 6700HQ 2.6GHz,8
1469.0,1.26,256.0,,Intel Core i7 6500U 2.50GHz,8
646.0,2.18,256.0,,Intel Core i7 7500U 2.7GHz,8
1010.0,1.88,256.0,,Intel Core i5 6200U 2.3GHz,8
1495.0,1.27,256.0,,Intel Core i7 6500U 2.5GHz,8
217.0,1.9,1024.0,,Intel Core i3 6006U 2.0GHz,4
190.0,1.86,500.0,,AMD E-Series 7110 1.8GHz,4
383.0,2.32,1024.0,,Intel Core i5 6200U 2.3GHz,8
767.0,2.62,1024.0,,Intel Core i7 7700HQ 2.8GHz,8
1439.0,2.04,256.0,,Intel Core i5 6300HQ 2.3GHz,8
306.0,1.91,256.0,,AMD A6-Series A6-9220 2.5GHz,4
954.0,2.7,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
1470.0,1.4,512.0,,Intel Core i7 6600U 2.6GHz,12
504.0,2.5,1024.0,,Intel Core i5 6200U 2.3GHz,8
1305.0,1.48,512.0,,Intel Core i7 6600U 2.6GHz,8
958.0,1.7,256.0,,Intel Core i7 6600U 2.6GHz,8
1131.0,1.7,1280.0,,Intel Core i7 6700HQ 2.6GHz,16
575.0,2.62,1024.0,,Intel Core i7 7700HQ 2.8GHz,8
293.0,2.2,1024.0,,Intel Core i3 6006U 2.0GHz,8
305.0,2.1,500.0,,Intel Core i5 6200U 2.3GHz,4
958.0,2.62,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
889.0,1.95,256.0,,Intel Core i5 7200U 2.5GHz,8
299.0,2.2,1024.0,,Intel Core i3 6006U 2GHz,4
159.0,1.44,32.0,,Intel Celeron Dual Core N3060 1.6GHz,2
536.0,2.2,1024.0,,Intel Core i7 7500U 2.7GHz,8
434.0,1.96,256.0,,Intel Core i7 6500U 2.5GHz,8
741.0,2.1,512.0,,Intel Core i7 8550U 1.8GHz,16
236.0,2.2,500.0,,Intel Celeron Dual Core N3050 1.6GHz,4
254.0,2.1,500.0,,Intel Core i5 6200U 2.3GHz,4
453.0,2.2,1024.0,,Intel Core i7 7500U 2.7GHz,8
492.0,2.0,256.0,,Intel Core i3 7100U 2.4GHz,4
527.0,2.32,1024.0,,Intel Core i7 6500U 2.5GHz,4
834.0,3.31,512.0,,Intel Core i7 6700HQ 2.6GHz,16
1377.0,1.91,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
416.0,2.07,500.0,,Intel Core i3 6100U 2.3GHz,4
1047.0,1.36,256.0,,Intel Core i5 6200U 2.3GHz,8
531.0,1.54,256.0,,Intel Core i7 7500U 2.7GHz,6
572.0,1.98,256.0,,Intel Core i7 7500U 2.7GHz,8
213.0,2.1,500.0,,Intel Celeron Dual Core N3350 2GHz,4
511.0,2.18,1024.0,,Intel Core i7 6700HQ 2.6GHz,6
581.0,2.591,1280.0,,Intel Core i7 6700HQ 2.6GHz,8
754.0,2.09,512.0,,Intel Core i7 7500U 2.7GHz,16
442.0,2.23,256.0,,Intel Core i5 7200U 2.5GHz,4
703.0,1.23,256.0,,Intel Core i5 6300U 2.4GHz,8
1662.0,4.2,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
